run,package,interval,language,exec_time,num_clients,cpu_percentage,memory_usage
2024-12-02 17:53:05.962,run_6_repetition_16,,,py,180,1,10.0,42127360
2024-12-02 17:53:06.186,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:06.408,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:06.630,run_6_repetition_16,,,py,180,1,10.0,42258432
2024-12-02 17:53:06.851,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:07.074,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:07.296,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:07.518,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:07.741,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:07.962,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:08.184,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:08.407,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:08.630,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:08.852,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:09.073,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:09.295,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:09.515,run_6_repetition_16,,,py,180,1,10.0,42258432
2024-12-02 17:53:09.737,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:09.960,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:10.182,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:10.403,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:10.624,run_6_repetition_16,,,py,180,1,10.0,42258432
2024-12-02 17:53:10.846,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:11.068,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:11.289,run_6_repetition_16,,,py,180,1,10.0,42258432
2024-12-02 17:53:11.511,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:11.731,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:11.952,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:12.174,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:12.397,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:12.618,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:12.838,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:13.060,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:13.287,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:13.511,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:13.733,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:13.954,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:14.176,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:14.397,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:14.619,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:14.841,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:15.062,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:15.284,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:15.506,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:15.728,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:15.951,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:16.173,run_6_repetition_16,,,py,180,1,10.0,42258432
2024-12-02 17:53:16.394,run_6_repetition_16,,,py,180,1,0.0,42258432
2024-12-02 17:53:16.617,run_6_repetition_16,,,py,180,1,0.0,42258432
